name,address,network,protocol,token_name,token_symbol,token_address,tvl_usd,locked_usd,liquid_usd,number_of_holders,apy_1day,apy_7day,apy_30day,vault_score,vault_tvl_score,protocol_tvl_score,holder_score,network_score,asset_score
Magic Genie USDC,0xa657e58d8530e9727a8241C6991be4790d0Ea470,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,999,999,0,,744,744,744,46.64074463884186,0,86.91436159710464,0,20,75
MAHA.xyz ZAI Vault,0xBdD1a02e0042ee4B6a89856A8521f78A43Ef6A8C,base,morpho,ZAI Stablecoin,xUSDz,0x0A27E060C0406f8Ab7B64e3BEE036a37e5a62853,99172,99172,0,2,0,0,0,49.55352542421209,61.43890392685114,86.91436159710464,0,20,0
Maker DSR (sDAI),0x197E90f9FAD81970bA7976f33CbD77088E5D7cf7,mainnet,maker,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,993657269,0,993657269,,350,350,465,21.875,0,0,0,100,75
Maple Cash USDC,0xfe119e9C24ab79F1bDd5dd884B86Ceea2eE75D92,mainnet,maple,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,310,0,310,4,0,0,0,68.35783044807954,77.45846582446667,77.47784320796549,0,100,75
Maple Cash USDT,0xf05681A33a9ADF14076990789A89ab3dA3F6B536,mainnet,maple,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,50,0,50,1,0,0,0,59.12378805081019,62.53825383811997,77.47784320796549,0,100,25
Matrixdock STBT,0x530824DA86689C9C17CdC2871Ff29B058345b44a,mainnet,matrixdock,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,9410646,0,9410646,200,354,374,381,78.0753345494395,82.27335725337443,82.27335725337443,45.57546798276563,100,75
MaxEarn USDC,0x51056b3F809f4cFE17E1A8715B82f5dbbCA5a5A1,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1682,1682,0,7,6349,211966,46791,66.28548378613067,48.22369573644404,86.91436159710464,0,100,75
Meria - 100% MEV Free StakeWise V3,0x3F2f7424074bac9337DDCA38E83e1518436e0ED0,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,17876,0,17876,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
MetaMorpho Test,0xED0A7A49f2228E01a3169C4A5a72a2EbFE8756Dc,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,225,225,0,4,839,900,335,55.03032657861565,41.94790969886895,86.91436159710464,0,20,75
Metronome msETH Vault,0x43Cd00De63485618A5CEEBE0de364cD6cBeB26E7,base,morpho,Metronome Synth ETH,msETH,0x7Ba6F01772924a82D9626c126347A28299E98c98,1738010,1738010,0,5,314,358,413,50.89301375427074,68.1363455771444,86.91436159710464,0,20,0
MEV Capital cbBTC,0x98cF0B67Da0F16E1F8f1a1D23ad8Dc64c0c70E0b,mainnet,morpho,Coinbase Wrapped BTC,cbBTC,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,1377018,1377018,0,13,511,194,89,65.92805445886158,70.52966809968662,86.91436159710464,9.542508000549317,100,25
MEV Capital Elixir USDC,0x1265a81d42d513Df40d0031f8f2e1346954d665a,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,215162,215162,0,39,371,438,323,74.22466112146174,65.98342186130611,86.91436159710464,29.248214069057703,100,75
MEV Capital ETH,0x32a338b07DE8A9529Ea640Ba8a5806334D4B0931,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,109,109,0,,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
MEV Capital ezETH Escrow,0xE3ea69f8661FFac04E269f99C14ba73e2Bb10633,mainnet,euler,Renzo Restaked ETH,ezETH,0xbf5495Efe5DB9ce00f80364C8B423567e58d2110,497764,0,497764,5,0,0,0,57.021926806631924,63.78099779113753,79.41431812101105,0,100,0
MEV Capital M^0 Vault,0xfbDEE8670b273E12b019210426E70091464b02Ab,mainnet,morpho,WrappedM by M^0,wM,0x437cc33344a0B27A429f795ff6B469C72698B291,4,4,0,1,0,0,0,57.36680296660055,50.50529163879345,86.91436159710464,0,100,0
MEV Capital pzETH Escrow,0xe00A44e1210BAe0EACEeeaF202c349d4B16480FE,mainnet,euler,Renzo Restaked LST ,pzETH,0x8c9532a60E0E7C6BbD2B2c1303F63aCE1c3E9811,50014,0,50014,3,0,0,0,55.161190675013046,54.47731713304314,79.41431812101105,0,100,0
MEV Capital Resolv USR,0xD50DA5F859811A91fD1876C9461fD39c23C747Ad,mainnet,morpho,Resolv USD,USR,0x66a1E37c9b0eAddca17d3662D6c05F4DECf3e110,19428012,19428012,0,105,475,257,376,65.14223810780793,59.71635552368631,86.91436159710464,39.55481576152538,100,0
MEV Capital USD0,0xC0A14627D6a23f70c809777CEd873238581C1032,mainnet,morpho,Usual USD,USD0,0x73A15FeD60Bf67631dC6cd7Bc5B6e8da8190aCF5,51,51,0,4,0,0,0,55.36042212247374,40.47338741815942,86.91436159710464,0,100,0
MEV Capital USD0,0x749794E985Af5a9A384B9cEe6D88DaB4CE1576A1,mainnet,morpho,Usual USD,USD0,0x73A15FeD60Bf67631dC6cd7Bc5B6e8da8190aCF5,3512049,3512049,0,11,315,323,383,47.26574463884186,0,86.91436159710464,0,100,0
MEV Capital USDC,0xA10C40F9e318B0Ed67ecC3499d702d8DB9437228,mainnet,term,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,3853946,3853946,0,19,394,404,346,63.989090798961755,59.303309700928665,68.47669114652807,19.085016001098637,100,75
MEV Capital Usual USDC,0xd63070114470f685b75B74D60EEc7c1113d33a3D,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,207771012,207771003,9,1526,538,580,799,82.47216646696668,81.44620660462971,86.91436159710464,63.614536714659216,100,75
MEV Capital WBTC,0x1c530D6de70c05A81bF1670157b9d928e9699089,mainnet,morpho,Wrapped BTC,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,681507,681507,0,12,111,64,93,65.28964802897531,69.97902778473703,86.91436159710464,6.020652221240242,100,25
MEV Capital wETH,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,mainnet,morpho,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,26074920,26074920,0,155,545,531,520,81.3335574842859,75.41826251889414,86.91436159710464,43.22773561110142,100,100
MEV Capital WETH Borrowable,0xe2D6A2a16ff6d3bbc4C90736A7e6F7Cc3C9B8fa9,mainnet,euler,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,582767,493199,89568,4,193,192,156,69.80775566790471,65.21014209750149,79.41431812101105,0,100,100
MEV Capital WOETH Escrow,0x01d1a1cd5955B2feFb167e8bc200A00BfAda8977,mainnet,euler,Wrapped OETH,WOETH,0xDcEe70654261AF21C44c093C300eD3Bb97b78192,0,0,0,1,0,0,0,56.259881811600316,59.970772815979466,79.41431812101105,0,100,0
mevETH,0x24Ae2dA0f361AA4BE46b48EB19C91e02c5e4f27E,mainnet,mev,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,162940,0,162940,347,0,0,0,32.58295558400485,0,0,50.553037226699,100,100
Midas USDC,0xA8875aaeBc4f830524e35d57F9772FfAcbdD6C45,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1012831,1012831,0,5,504,532,543,63.2946108978333,33.26933129495721,86.91436159710464,0,100,75
mkUSD yVault-A,0x04AeBe2e4301CdF5E9c57B01eBdfe4Ac4B48DD13,mainnet,yearn,Prisma mkUSD,mkUSD,0x4591DBfF62656E7859Afe5e45f6f47D3669fBB28,27417,0,27417,52,0,0,0,61.61084936581822,62.09202161905902,79.556637154109,32.4652678690854,100,0
Monarch M1,0x346AAC1E83239dB6a6cb760e95E13258AD3d1A6d,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,8498,8498,0,21,816,705,988,54.57723485608285,24.061425091971962,86.91436159710464,20.828034658977373,20,75
Moonwell cbETH,0x3bf93770f2d4a794c3d9EBEfBAeBAE2a8f09A5E5,base,moonwell,Coinbase Wrapped Staked ETH,cbETH,0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22,7823028,609058,7213970,1458,4,4,2,63.93966111713784,76.8442253863767,83.65856992612584,63.21592046274772,20,25
Moonwell DAI,0x73b06D8d18De422E269645eaCe15400DE7462417,base,moonwell,Dai Stablecoin,DAI,0x50c5725949A6F0c72E6C4a641F24049A917DB0Cb,42393,27562,14831,1422,0,0,0,68.89491797650497,70.53451908532078,83.65856992612584,62.997241259936544,20,75
Moonwell ETH,0x628ff693426583D9a7FB391E54366292F509D457,base,moonwell,Wrapped Ether,WETH,0x4200000000000000000000000000000000000006,79421315,67858087,11563228,61408,131,137,139,79.1675674217475,81.69775988477365,83.65856992612584,95.76391649561626,20,100
Moonwell Flagship ETH,0xa0E430870c4604CcfC7B38Ca7845B1FF653D0ff1,base,morpho,Wrapped Ether,WETH,0x4200000000000000000000000000000000000006,26651220,26651220,0,67141,292,293,308,79.94990223917257,78.51631219627562,86.91436159710464,96.53930107383727,20,100
Moonwell Flagship EURC,0xf24608E0CCb972b0b0f4A6446a0BBf58c701a026,base,morpho,EURC,EURC,0x60a3E35Cc302bFA44Cb288Bc5a4F316Fdb1adb42,7367799,7367799,0,357,292,318,394,59.327618016096324,72.20409370241528,86.91436159710464,50.80703091180937,20,0
Moonwell Flagship USDC,0x3520E1a10038131A3C00Bf2158835A75e929642d,optimism,morpho,USD Coin,USDC,0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85,412,412,0,16,16,82,70,53.975218672110294,0,86.91436159710464,15.56316022178956,60,75
Moonwell Flagship USDC,0xc1256Ae5FF1cf2719D4937adb3bbCCab2E00A2Ca,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,26112556,26112545,11,6062,575,528,579,73.38167858092241,76.97569305375363,86.91436159710464,75.63863554219883,20,75
Moonwell Frontier cbBTC,0x543257eF2161176D7C8cD90BA65C2d4CaEF5a796,base,morpho,Coinbase Wrapped BTC,cbBTC,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,16632735,16632735,0,509,159,193,191,63.038207425481396,72.76545412573837,86.91436159710464,53.962479743279076,20,25
Moonwell rETH,0xCB1DaCd30638ae38F2B94eA64F066045B7D45f44,base,moonwell,Rocket Pool ETH,rETH,0xB6fe221Fe9EeF5aBa221c348bA20A1Bf5e73624c,2568594,31098,2537496,789,0,0,0,58.9758800842407,71.6888218715801,83.65856992612584,57.83125159649564,20,0
Moonwell USDbC,0x703843C3379b52F9FF486c9f5892218d2a065cC8,base,moonwell,USD Base Coin,USDbC,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,15871,2233,13638,3112,0,0,0,59.81364212302236,66.875988821338,83.65856992612584,69.83344258869619,20,0
Moonwell USDC,0xEdc817A28E8B93B03976FBd4a3dDBc9f7D176c22,base,moonwell,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,57359045,47058262,10300783,14035,517,530,556,73.70312970439171,79.61942518618818,83.65856992612584,82.93877797802494,20,75
Moonwell wstETH,0x627Fe393Bc6EdDA28e99AE648fD6fF362514304b,base,moonwell,Wrapped liquid staked Ether 2.0,wstETH,0xc1CBa3fCea344f92D9239c08C0568f6F2F0ee452,12112935,133005,11979930,1381,0,0,1,60.69910008049719,76.62238990194406,83.65856992612584,62.741294197720315,20,0
Morpho Compound USDC Compounder,0x6E9ac188DbCC14632a253aA9Ce2783cD712aB3cA,polygon,yearn,USD Coin,USDC,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,223575,223575,0,,10,14,14,43.6976548616436,0,79.556637154109,0,20,75
Morpho Compound USDT Compounder,0x9d1046ceCB0662037b13dECF1CD125C4Aa3fb65B,polygon,yearn,(PoS) Tether USD,USDT,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,56283,56283,0,,33,35,35,34.3226548616436,0,79.556637154109,0,20,0
Morpho Compound WETH Compounder,0xD4a0AA006e0f70580Aaa7ee1FD04Fa447c36B259,polygon,yearn,Wrapped Ether,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,38787,38787,0,,2,2,2,46.8226548616436,0,79.556637154109,0,20,100
Morpho Degen,0x8c3A6B12332a6354805Eb4b72ef619aEdd22BcdD,base,morpho,Degen,DEGEN,0x4ed4E862860beD51a9570b96d89aF5E1B0Efefed,65738,65738,0,322,8,9,11,56.83667652153012,60.44201545879495,86.91436159710464,49.88352527286183,20,0
Morpho eUSD,0xbb819D845b573B5D7C538F5b85057160cfb5f313,base,morpho,Electronic Dollar,eUSD,0xCfA3Ef56d303AE4fAabA0592388F19d7C3399FB4,7554418,7554418,0,359,870,886,983,59.017719794158474,70.61716298492283,86.91436159710464,50.856950388880335,20,0
Morpho Gauntlet DAI Core Compounder,0x09580f2305a335218bdB2EB828387d52ED8Fc2F4,mainnet,yearn,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,1258640,1258469,171,12,423,540,640,54.60075269482964,0,79.556637154109,6.020652221240242,100,75
Morpho Gauntlet LRT Core Compounder,0x70E75D8053e3Fb0Dda35e80EB16f208c7e4D54F4,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,110759,110721,38,5,806,733,650,56.8226548616436,0,79.556637154109,0,100,100
Morpho Gauntlet USDC Prime Compounder,0x694E47AFD14A64661a04eee674FB331bCDEF3737,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1590419,1590419,0,9,370,603,502,53.6976548616436,0,79.556637154109,0,100,75
Morpho Gauntlet USDT Prime Compounder,0x6D2981FF9b8d7edbb7604de7A65BAC8694ac849F,mainnet,yearn,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,1046073,1046073,0,4,371,553,458,47.4476548616436,0,79.556637154109,0,100,25
Morpho Gauntlet WETH Prime Compounder,0xeEB6Be70fF212238419cD638FAB17910CF61CBE7,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1856085,1856085,0,6,357,265,306,56.8226548616436,0,79.556637154109,0,100,100
Morpho LlamaRisk crvUSD Vault Compounder,0x84E750c4B79482050Ab25C7B3D77fFF334663A53,mainnet,yearn,Curve.Fi USD Stablecoin,crvUSD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,864,864,0,3,37,2147483647,2446,44.3226548616436,0,79.556637154109,0,100,0
Morpho MAI,0x30B8A2c8E7Fa41e77b54b8FaF45c610e7aD909E3,base,morpho,Mai Stablecoin,MAI,0xbf1aeA8670D2528E08334083616dD9C5F3B087aE,145888,145888,0,7,131,141,192,49.4786282027878,61.06441781972971,86.91436159710464,0,20,0
Morpho Steakhouse USDC Compounder,0x074134A2784F4F66b6ceD6f68849382990Ff3215,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,2252366,2252366,0,12,452,791,495,54.60075269482964,0,79.556637154109,6.020652221240242,100,75
Morpho Steakhouse USDT Compounder,0x0a4ea2bDe8496a878a7ca2772056a8e6fe3245c5,mainnet,yearn,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,1679264,1679264,0,6,324,549,586,47.4476548616436,0,79.556637154109,0,100,25
Morpho  Usual Boosted USDC Compounder,0xb6da41D4BDb484BDaD0BfAa79bC8E182E5095F7e,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1035,1035,0,3,0,0,0,53.6976548616436,0,79.556637154109,0,100,75
morpho-wstETH-usdc,0x144e52050A2b6e3a36949f3E09785e526cC90c72,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,511,511,0,1,0,0,0,53.6976548616436,0,79.556637154109,0,100,75
Mountain USDM,0x59D9356E565Ab3A36dD77763Fc0d87fEaf85508C,mainnet,mountain,Mountain Protocol USD,USDM,0x59D9356E565Ab3A36dD77763Fc0d87fEaf85508C,27902345,0,27902345,847,400,438,445,80.75983165240024,80.92346516510732,80.92346516510732,58.45501702223891,100,87.5
MUV001 - Flagship USDC,0xE6Dbfb035B44E94D07F7B3e4f6bfBf1C6e68e3d0,arbitrum,yearn,USD Coin,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,32,32,0,3,0,0,0,48.6976548616436,0,79.556637154109,0,60,75
Nekodex USDC Morpho Vault,0x1491CBA488bcF3dC3762558323806a005D009A36,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,2,2,0,1,494,988,2,56.21318320864918,47.862192849036575,86.91436159710464,0,20,75
Notional Prime DAI,0x0Ace2DC3995aCD739aE5e0599E71A5524b93b886,arbitrum,notional,Dai Stablecoin,DAI,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,25659,0,25659,33,278,278,282,65.55702131715535,67.75637948352941,77.61381604912897,27.234793338652512,60,75
Notional Prime DAI,0x54fA13A38a690bC69584A7aC8b834c1770959974,mainnet,notional,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,82688,0,82688,19,166,167,190,67.81785842543013,60.1728980280687,77.61381604912897,19.085016001098637,100,75
Notional Prime ETH,0x4a9e282635567cC4D3C6a24E16C2335f10Dee9B8,mainnet,notional,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,2890019,0,2890019,69,290,267,198,75.76062935248189,72.01250370772354,77.61381604912897,35.41734794190384,100,100
Notional Prime ETH,0xabc07BF91469C5450D6941dD0770E6E6761B90d6,arbitrum,notional,Wrapped Ether,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,418328,0,418328,4732,79,77,177,76.61177056676452,72.71885217327669,77.61381604912897,73.48315808305063,60,100
Notional Prime FRAX,0x1fd865a55eaf5333e6374Fb3Ad66D22e9885d3Aa,arbitrum,notional,Frax,FRAX,0x17FC002b466eEc40DaE837Fc4bE5c67993ddBd6F,20860,0,20860,11,48,47,102,55.27572614262366,68.02599861486034,77.61381604912897,0,60,25
Notional Prime GHO,0xbB828e3d0c96B334FE2CF8F18382Bb11F533e878,mainnet,notional,Gho Token,GHO,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,22955,0,22955,5,16,16,15,59.92208354038657,66.25778560367492,77.61381604912897,0,100,25
Notional Prime rETH,0x39A1f8e5D2422CCc5e08c5B4019Ab70147f5cC95,mainnet,notional,Rocket Pool ETH,rETH,0xae78736Cd615f374D3085123A210448E74Fc6393,8632,0,8632,3,0,0,0,56.32978542511891,63.92129502733658,77.61381604912897,0,100,0
Notional Prime rETH,0x866EB09d3D1397B8a28CFE5dCEeaED9362840385,arbitrum,notional,Rocket Pool ETH,rETH,0xEC70Dcb4A1EFa46b8F2D97C310C9c4790ba5ffA8,46045,0,46045,344,0,0,0,59.995939375214164,69.39553887478391,77.61381604912897,50.475367870705256,60,0
Notional Prime USDC,0x6f28cafe12bd97E474a52bcbfEa6F2c18AE0F53D,arbitrum,notional,USD Coin (Arb1),USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,210871,0,210871,1923,263,287,263,72.12901251816291,71.81627826096951,77.61381604912897,65.63486964211614,60,75
Notional Prime USDC,0xaEeAfB1259f01f363d09D7027ad80a9d442de762,mainnet,notional,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,3547725,0,3547725,125,427,378,743,73.34204254264328,71.19684445443629,77.61381604912897,41.214314880696236,100,75
Notional Prime USDT,0xD63aCe62b925361fc588734022718e919A8081AC,arbitrum,notional,Tether USD,USDT,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,62298,0,62298,377,235,456,563,63.10089652770997,68.68152534291235,77.61381604912897,51.293766929839386,60,25
Notional Prime USDT,0x4ebFc11Ad2Dd1c2A450ba194558D797ee5D305a6,mainnet,notional,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,139776,0,139776,15,414,654,1276,62.06917345364405,66.50859401342952,77.61381604912897,13.979521542043722,100,25
Notional Prime WBTC,0x83706A2Ec580Fe1Fdb84744366FA02Fb8e25D29D,mainnet,notional,Wrapped BTC,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,402389,0,402389,7,0,0,0,46.670526419651594,0,77.61381604912897,0,100,25
Notional Prime WBTC,0xB9bFBB35C2eD588a42f9Fd1120929c607B463192,arbitrum,notional,Wrapped BTC,WBTC,0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f,220704,0,220704,20,11,10,5,58.7015641529208,70.1550583438831,77.61381604912897,20.000173763283968,60,25
Notional Prime wstETH,0xbC323E3564Fb498E55CDc83a3Ea6bB1AF8402D6B,arbitrum,notional,Wrapped liquid staked Ether 2.0,wstETH,0x5979D7b546E38E414F7E9822514be443A4800529,198384,0,198384,23,19,18,22,55.77376833070591,69.43191409882776,77.61381604912897,22.279060608591784,60,0
null StakeWise V3,0xD66A71A68392767F26b7EE47e9a0293191A23072,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,0,0,0,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
null StakeWise V3,0x579ECfE4270Ce23589D8b0A41DD234316018c11C,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,3397668,0,3397668,,712,424,305,59.1963961174387,0,85.49099029359675,0,100,100
null StakeWise V3,0xA071D03D96554e185a86ab178ea3d76C9cAaaAD8,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,3,0,3,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Ondo aggregator,0xACA399117aC588E1F48398d34eCA76CDB1E45fA5,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,432065,0,432065,22,0,0,0,56.93522672809807,0,79.556637154109,21.583812443029803,100,75
Ondo OUSG,0x1B19C19393e2d034D8Ff31ff34c81252FcBbee92,mainnet,ondo,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,325844514,0,325844514,54,417,405,411,77.61514345352279,84.68290431384017,84.68290431384017,32.869339101457854,100,75
OpenEden TBILL,0xdd50C053C096CB04A3e3362E2b622529EC5f2e8a,mainnet,open eden,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,108687751,0,108687751,32,1454,465,440,74.36844662173846,80.77690598284303,80.77690598284303,26.848686880217617,100,75
Orangefin Ventures StakeWise V3,0xf124eF4e47EEfA1D6b1cb5F835Ef1669E9a29A7c,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,119,0,119,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Origin Ether (OETH),0x856c4Efb76C1D1AE02e20CEB03A2A6a08b0b8dC3,mainnet,origin,Ether,ETH,0x0000000000000000000000000000000000000000,66196722,0,66196722,1075,275,247,336,83.65363060608155,82.61917146070977,82.61917146070977,60.54751819770468,100,100
Overnight DAI+,0x65a2508C429a6078a7BC2f7dF81aB575BD9D9275,base,overnight finance,Dai Stablecoin,DAI,0x50c5725949A6F0c72E6C4a641F24049A917DB0Cb,17092,0,17092,7810,0,0,0,69.69559553657452,69.08898641367655,80.81603250074203,77.84256835694927,20,75
Overnight DAI+,0x970D50d09F3a656b43E11B0D45241a84e3a6e011,optimism,overnight finance,Dai Stablecoin,DAI,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,4083,0,4083,680,0,0,0,71.73352340761002,70.26906169502486,80.81603250074203,56.52198712205497,60,75
Overnight USD+,0xB79DD08EA68A908A97220C76d19A6aA9cBDE4376,base,overnight finance,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,8935095,0,8935095,61492,0,573,844,74.24879758901577,78.40507906331013,80.81603250074203,95.7757918403796,20,75
Overnight USD+,0xe80772Eaf6e2E18B651F160Bc9158b2A5caFCA65,arbitrum,overnight finance,USD Coin,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,2330312,0,2330312,5654,0,256,163,75.14540724903617,73.44567725140354,80.81603250074203,75.03239198972429,60,75
Overnight USDC+,0x85483696Cc9970Ad9EdD786b2C5ef735F38D156f,base,overnight finance,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,109188,0,109188,6843,0,0,0,71.27722801020298,77.85940400268564,80.81603250074203,76.69289472912693,20,75
Overnight USDT+,0xb1084db8D3C05CEbd5FA9335dF95EE4b8a0edc30,arbitrum,overnight finance,Tether USD,USDT,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,721643,0,721643,409,241,238,286,65.2046793041529,72.25139911878532,80.81603250074203,52.019909867326824,60,25
Pangolins USDC,0xCcAbB9099bF5973d43288f217cF158348E3B9bB5,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,50,50,0,1,608,718,957,56.64074463884186,0,86.91436159710464,0,100,75
Peer Ventures StakeWise V3,0x907660805FB78aE4E8419f76537671CC4df2D4ab,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,59098,0,59098,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Pendle WBTC,0x2f1aBb81ed86Be95bcf8178bA62C8e72D6834775,mainnet,morpho,Wrapped BTC,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,5629532,5629532,0,22,13,13,177,67.94378561050223,71.5773455260295,86.91436159710464,21.583812443029803,100,25
Pier Two StakeWise V3,0x559c78Fc1dC35d4959DB13deA19c07896Cb578B5,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,58312,0,58312,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Pooltogether Prize WETH - Aave,0xf0B19f02c63d51B69563A2b675e0160e1C34397C,optimism,pooltogether,Wrapped Ether,WETH,0x4200000000000000000000000000000000000006,15231,0,15231,32,0,0,0,62.88677007863613,64.76577841100581,64.76577841100581,26.848686880217617,60,100
Prime Arbitrum,0x63FfCFb69EDF8C9cB19a36401cf88C8939C40650,arbitrum,notional,Arbitrum,ARB,0x912CE59144191C1204E64559FE8253a0e49E6548,9052,0,9052,23,0,0,1,53.706159213147934,59.09386851103787,77.61381604912897,22.279060608591784,60,0
